block_id,street,barrio,tipo_c,traffic,n_lines_on,n_lines_walk,buses_hour_on,buses_hour_walk,score_n_lines_walk,score_buses_hour_walk
16476,CONSTITUCION,San Cristobal,CALLE,0.25,2,12,22.5,291.5,9.5,9.8
16491,CONSTITUCION,San Cristobal,CALLE,0.25,2,12,22.5,276.5,9.5,8.0
16511,CONSTITUCION,San Cristobal,CALLE,0.25,2,12,22.5,276.5,9.5,8.0
16523,CONSTITUCION,San Cristobal,CALLE,0.25,2,12,22.5,190.6,9.5,0.0
16635,COCHABAMBA,Boedo,CALLE,0.25,2,12,19.3,281.6,9.5,8.6
16683,LA RIOJA,San Cristobal,CALLE,0.25,2,12,24.5,294.9,9.5,10.2
18033,"VALLE, ARISTOBULO DEL",La Boca,CALLE,0.25,2,12,23.4,399.0,9.5,22.6
18130,NECOCHEA,La Boca,CALLE,0.25,2,12,40.3,399.0,9.5,12.2
18248,"VALLE, ARISTOBULO DEL",La Boca,CALLE,0.25,2,12,23.4,399.0,9.5,22.6
18249,"RODRIGUEZ, MARTIN",La Boca,CALLE,0.25,2,12,25.4,423.4,9.5,25.5
18705,BRANDSEN,La Boca,CALLE,0.25,2,12,22.0,392.9,9.5,21.9
18978,IRALA,La Boca,CALLE,0.25,2,12,48.8,312.9,9.5,0.0
19213,IRALA,La Boca,CALLE,0.25,2,12,23.4,312.9,9.5,12.4
19324,BRANDSEN,La Boca,CALLE,0.25,2,12,22.0,321.4,9.5,13.4
19462,WHITE,Villa Luro,CALLE,0.25,2,12,23.7,336.8,9.5,15.2
19497,"FALCON, RAMON L.,CNEL.",Villa Luro,CALLE,0.25,2,12,0.0,336.8,9.5,15.2
19758,MOZART,Villa Luro,CALLE,0.25,2,12,22.0,285.7,9.5,9.1
19996,LACARRA,Parque Avellaneda,CALLE,0.25,2,12,13.1,277.7,9.5,8.2
20680,"RODO, JOSE E.",Parque Avellaneda,CALLE,0.25,2,12,27.8,212.1,9.5,0.3
20734,"RODO, JOSE E.",Parque Avellaneda,CALLE,0.25,2,12,27.8,232.7,9.5,2.8
20820,"RODO, JOSE E.",Parque Avellaneda,CALLE,0.25,2,12,32.1,247.1,9.5,1.3
23033,"EINSTEIN, ALBERTO",Nueva Pompeya,CALLE,0.25,2,12,16.0,264.8,9.5,6.6
26269,FONROUGE,Villa Lugano,CALLE,0.25,2,12,15.0,234.9,9.5,3.0
27843,CALZADA CIRCULAR PLAZA ITALIA,Palermo,AVENIDA,0.5,5,26,78.8,1062.6,9.5,30.7
31966,"VILLAFAÑE, WENCESLAO",La Boca,CALLE,0.25,2,12,25.4,475.1,9.5,31.7
7967,9 DE JULIO AV.,Retiro,AVENIDA,0.5,4,21,54.0,654.8,8.3,28.2
9361,VIAMONTE,Balvanera,CALLE,0.25,4,21,62.4,604.6,8.3,17.3
9918,LAVALLE,Balvanera,CALLE,0.25,4,21,50.0,593.2,8.3,26.8
12249,"HUERGO, ING. AV.",Puerto Madero,AVENIDA,0.5,4,21,23.8,658.9,8.3,28.7
12674,MORENO,Balvanera,CALLE,0.25,4,21,57.9,633.2,8.3,24.7
16681,CARABOBO AV.,Flores,AVENIDA,0.5,4,21,66.0,512.2,8.3,3.1
17407,"ALBERDI, JUAN BAUTISTA AV.",Flores,AVENIDA,0.5,4,21,65.9,479.9,8.3,0.0
17814,SAN PEDRITO AV.,Flores,AVENIDA,0.5,4,21,38.6,554.1,8.3,16.2
18274,"CASTRO, ROSALIA DE",Velez Sarsfield,PASAJE,0.0,1,7,10.7,141.2,8.3,7.4
24017,BEAZLEY,Nueva Pompeya,CALLE,0.25,4,21,59.8,616.4,8.3,21.0
28933,9 DE JULIO AV.,Retiro,AVENIDA,0.5,4,21,54.0,654.8,8.3,28.2
31292,TRIUNVIRATO AV.,Chacarita,AVENIDA,0.5,4,21,0.0,549.3,8.3,15.6
32896,"HUERGO, ING. AV.",Monserrat,AVENIDA,0.5,4,21,23.8,658.9,8.3,28.7
32898,"HUERGO, ING. AV.",Monserrat,AVENIDA,0.5,4,21,37.8,639.6,8.3,26.4
55,ARCOS,Nuñez,CALLE,0.25,0,9,0.0,387.1,7.1,21.2
72,ARCOS,Nuñez,CALLE,0.25,0,9,0.0,277.7,7.1,8.2
95,ARCOS,Nuñez,CALLE,0.25,0,9,0.0,322.2,7.1,13.5
151,PICO,Saavedra,CALLE,0.25,3,16,58.7,645.9,7.1,25.5
170,ARCOS,Nuñez,CALLE,0.25,0,9,0.0,331.6,7.1,14.6
198,CORREA,Nuñez,CALLE,0.25,0,9,0.0,495.6,7.1,34.2
215,RUIZ HUIDOBRO,Nuñez,CALLE,0.25,0,9,0.0,267.8,7.1,7.0
216,ARCOS,Nuñez,CALLE,0.25,0,9,0.0,326.1,7.1,13.9
242,RUIZ HUIDOBRO,Nuñez,CALLE,0.25,0,9,0.0,481.2,7.1,32.4
243,CUBA,Nuñez,CALLE,0.25,0,9,0.0,495.6,7.1,34.2
257,ARCOS,Nuñez,CALLE,0.25,0,9,0.0,342.1,7.1,15.8
270,RUIZ HUIDOBRO,Nuñez,CALLE,0.25,0,9,0.0,495.6,7.1,34.2
281,BESARES,Nuñez,CALLE,0.25,0,9,0.0,495.6,7.1,34.2
282,CUBA,Nuñez,CALLE,0.25,0,9,0.0,495.6,7.1,34.2
299,ARCOS,Nuñez,CALLE,0.25,0,9,0.0,367.6,7.1,18.9
388,MANZANARES,Nuñez,CALLE,0.25,0,9,0.0,213.6,7.1,0.5
441,"RIVADAVIA MARTIN, COMODORO",Nuñez,CALLE,0.25,0,9,0.0,282.4,7.1,8.7
442,ARCOS,Nuñez,CALLE,0.25,0,9,0.0,282.4,7.1,8.7
524,"GUIRALDES, INT.",Belgrano,CALLE,0.25,0,9,0.0,354.2,7.1,17.3
569,"GUIRALDES, INT.",Belgrano,CALLE,0.25,0,9,0.0,321.0,7.1,13.3
602,"VARAS, JOSE PEDRO",Saavedra,PASAJE,0.0,0,2,0.0,62.0,7.1,7.4
627,"ORTIZ DE ZARATE, RODRIGO",Saavedra,PASAJE,0.0,0,2,0.0,44.3,7.1,5.3
764,"PEDRAZA, MANUELA",Nuñez,CALLE,0.25,1,9,8.0,276.8,7.1,8.0
870,ARCOS,Nuñez,CALLE,0.25,0,9,0.0,282.4,7.1,8.7
1029,ARIAS,Saavedra,CALLE,0.25,1,9,8.6,289.8,7.1,9.6
1104,MACHAIN,Saavedra,CALLE,0.25,1,9,4.3,274.8,7.1,7.8
1264,ARCOS,Nuñez,CALLE,0.25,0,9,0.0,406.3,7.1,23.5
1304,"TAMBORINI, JOSE PASCUAL",Nuñez,CALLE,0.25,0,9,0.0,250.2,7.1,4.9
1739,OLAZABAL,Belgrano,CALLE,0.25,0,9,0.0,357.1,7.1,17.6
1740,O'HIGGINS,Belgrano,CALLE,0.25,1,9,13.8,343.4,7.1,16.0
1813,"SUCRE, ANTONIO JOSE DE, MCAL.",Belgrano,CALLE,0.25,0,9,0.0,403.9,7.1,23.2
1842,LA PAMPA,Belgrano,CALLE,0.25,0,9,0.0,256.2,7.1,5.6
1843,MIGUELETES,Belgrano,CALLE,0.25,0,9,0.0,324.5,7.1,13.7
1892,MONROE,Belgrano,CALLE,0.25,3,16,31.9,666.9,7.1,51.6
1911,LA PAMPA,Belgrano,CALLE,0.25,0,9,0.0,304.5,7.1,11.4
1940,MIGUELETES,Belgrano,CALLE,0.25,0,9,0.0,268.2,7.1,7.0
1974,BLANCO ENCALADA,Belgrano,CALLE,0.25,3,16,32.7,660.5,7.1,50.1
2023,ROOSEVELT FRANKLIN D.,Belgrano,CALLE,0.25,0,9,0.0,203.1,7.1,0.0
2067,"FREIRE, RAMON, CAP. GRAL.",Coghlan,CALLE,0.25,0,9,0.0,173.0,7.1,0.0
2155,ROOSEVELT FRANKLIN D.,Coghlan,CALLE,0.25,0,9,0.0,189.0,7.1,0.0
2165,LA PAMPA,Belgrano,CALLE,0.25,1,9,20.0,361.6,7.1,18.2
2262,"FREIRE, RAMON, CAP. GRAL.",Coghlan,CALLE,0.25,0,9,0.0,189.0,7.1,0.0
2275,"GARCIA, TEODORO",Palermo,CALLE,0.25,1,9,6.0,445.7,7.1,28.2
2277,ZABALA,,CALLE,0.25,0,9,0.0,425.7,7.1,25.8
2292,ZAPIOLA,Belgrano,CALLE,0.25,0,9,0.0,193.8,7.1,0.0
2337,"LACROZE, FEDERICO",Palermo,CALLE,0.25,1,9,12.0,445.7,7.1,28.2
2338,MIGUELETES,Palermo,CALLE,0.25,1,9,19.0,445.7,7.1,28.2
2363,BLANCO ENCALADA,Belgrano,CALLE,0.25,0,9,0.0,193.8,7.1,0.0
2364,"FREIRE, RAMON, CAP. GRAL.",Belgrano,CALLE,0.25,0,9,0.0,176.7,7.1,0.0
2372,"GARCIA, TEODORO",Palermo,CALLE,0.25,1,9,6.0,445.7,7.1,28.2
2373,SOLDADO DE LA INDEPENDENCIA,Palermo,CALLE,0.25,1,9,6.7,425.7,7.1,25.8
2433,MIGUELETES,Palermo,CALLE,0.25,1,9,19.0,445.7,7.1,28.2
2448,"LACROZE, FEDERICO",Palermo,CALLE,0.25,1,9,12.0,445.7,7.1,28.2
2472,"FREIRE, RAMON, CAP. GRAL.",Belgrano,CALLE,0.25,0,9,0.0,176.7,7.1,0.0
2536,GOROSTIAGA,Palermo,CALLE,0.25,0,9,0.0,381.8,7.1,20.6
2537,MIGUELETES,Palermo,CALLE,0.25,1,9,19.0,393.8,7.1,22.0
2552,OLAZABAL,Belgrano,CALLE,0.25,0,9,0.0,176.7,7.1,0.0
2565,O'HIGGINS,Belgrano,CALLE,0.25,0,9,0.0,316.9,7.1,12.8
2605,MIGUELETES,Palermo,CALLE,0.25,1,9,19.0,433.7,7.1,26.8
2640,GOROSTIAGA,Palermo,CALLE,0.25,0,9,0.0,433.7,7.1,26.8
2641,SOLDADO DE LA INDEPENDENCIA,Palermo,CALLE,0.25,1,9,6.7,445.7,7.1,28.2
2668,11 DE SEPTIEMBRE DE 1888,Palermo,CALLE,0.25,0,9,0.0,361.9,7.1,18.2
2680,ZABALA,,CALLE,0.25,0,9,0.0,405.2,7.1,23.4
2737,BEETHOVEN,Villa Urquiza,PASAJE,0.0,0,2,0.0,67.5,7.1,8.1
2740,GOROSTIAGA,Palermo,CALLE,0.25,0,9,0.0,403.1,7.1,23.1
2761,AGUILAR,Palermo,CALLE,0.25,0,9,0.0,366.2,7.1,18.7
2762,3 DE FEBRERO,Palermo,CALLE,0.25,0,9,0.0,436.1,7.1,27.1
2768,BERTHELOT,Villa Urquiza,PASAJE,0.0,0,2,0.0,67.5,7.1,8.1
2815,11 DE SEPTIEMBRE DE 1888,Palermo,CALLE,0.25,0,9,0.0,319.1,7.1,13.1
2819,PESTALOZZI,Villa Urquiza,PASAJE,0.0,0,2,0.0,67.5,7.1,8.1
2821,SAN BENITO DE PALERMO,Palermo,PASAJE,0.0,0,2,0.0,61.1,7.1,7.3
2845,BEETHOVEN,Villa Urquiza,PASAJE,0.0,0,2,0.0,67.5,7.1,8.1
2846,CESPEDES,Palermo,CALLE,0.25,0,9,0.0,405.2,7.1,23.4
2847,VUELTA DE OBLIGADO,Palermo,CALLE,0.25,0,9,0.0,436.1,7.1,27.1
2862,BERTHELOT,Villa Urquiza,PASAJE,0.0,0,2,0.0,67.5,7.1,8.1
2863,AGUILAR,Palermo,CALLE,0.25,0,9,0.0,436.1,7.1,27.1
2864,O'HIGGINS,Palermo,CALLE,0.25,0,9,0.0,405.2,7.1,23.4
2865,ARCOS,Palermo,CALLE,0.25,0,9,0.0,405.2,7.1,23.4
2877,AGUILAR,Palermo,CALLE,0.25,0,9,0.0,405.2,7.1,23.4
2900,MOLDES,Belgrano,CALLE,0.25,0,9,0.0,315.6,7.1,12.7
2905,SAN BENITO DE PALERMO,Palermo,PASAJE,0.0,0,2,0.0,61.1,7.1,7.3
2918,ARCOS,Palermo,CALLE,0.25,0,9,0.0,448.1,7.1,28.5
2920,3 DE FEBRERO,Palermo,CALLE,0.25,0,9,0.0,429.4,7.1,26.3
2928,AGUILAR,Palermo,CALLE,0.25,0,9,0.0,448.1,7.1,28.5
2929,VUELTA DE OBLIGADO,Palermo,CALLE,0.25,0,9,0.0,448.1,7.1,28.5
2939,CESPEDES,Palermo,CALLE,0.25,0,9,0.0,448.1,7.1,28.5
2942,PESTALOZZI,Villa Urquiza,PASAJE,0.0,0,2,0.0,67.5,7.1,8.1
2952,BEETHOVEN,Villa Urquiza,PASAJE,0.0,0,2,0.0,33.7,7.1,4.0
2987,CATRIEL,Villa Urquiza,PASAJE,0.0,0,2,0.0,67.5,7.1,8.1
2994,3 DE FEBRERO,Palermo,CALLE,0.25,0,9,0.0,448.1,7.1,28.5
3016,AGUILAR,Palermo,CALLE,0.25,0,9,0.0,448.1,7.1,28.5
3036,DE LA TECNICA,Villa Urquiza,PASAJE,0.0,0,2,0.0,49.2,7.1,5.9
3042,PESTALOZZI,Villa Urquiza,PASAJE,0.0,0,2,0.0,67.5,7.1,8.1
3058,PALPA,Palermo,CALLE,0.25,0,9,0.0,448.1,7.1,28.5
3135,CESPEDES,Colegiales,CALLE,0.25,0,9,0.0,448.1,7.1,28.5
3136,CIUDAD DE LA PAZ,Colegiales,CALLE,0.25,0,9,0.0,405.2,7.1,23.4
3162,3 DE FEBRERO,Palermo,CALLE,0.25,0,9,0.0,508.3,7.1,35.7
3208,AGUILAR,Colegiales,CALLE,0.25,0,9,0.0,448.1,7.1,28.5
3209,CIUDAD DE LA PAZ,Colegiales,CALLE,0.25,0,9,0.0,417.2,7.1,24.8
3231,CESPEDES,Colegiales,CALLE,0.25,0,9,0.0,405.2,7.1,23.4
3244,PALPA,Colegiales,CALLE,0.25,0,9,0.0,448.1,7.1,28.5
3245,CIUDAD DE LA PAZ,Colegiales,CALLE,0.25,0,9,0.0,417.2,7.1,24.8
3288,"RIVERA, PEDRO I., DR.",Villa Urquiza,CALLE,0.25,0,9,0.0,141.9,7.1,0.0
3289,PACHECO,Villa Urquiza,CALLE,0.25,0,9,0.0,169.3,7.1,0.0
3312,AGUILAR,Colegiales,CALLE,0.25,0,9,0.0,417.2,7.1,24.8
3313,AMENABAR,Colegiales,CALLE,0.25,0,9,0.0,405.2,7.1,23.4
3329,CIUDAD DE LA PAZ,Colegiales,CALLE,0.25,0,9,0.0,437.4,7.1,27.2
3369,PALPA,Colegiales,CALLE,0.25,0,9,0.0,406.5,7.1,23.5
3370,AMENABAR,Colegiales,CALLE,0.25,0,9,0.0,286.5,7.1,9.2
3390,"RIVERA, PEDRO I., DR.",Villa Urquiza,CALLE,0.25,0,9,0.0,177.3,7.1,0.0
3393,CULLEN,Villa Urquiza,CALLE,0.25,1,9,11.6,166.5,7.1,0.0
3394,PACHECO,Villa Urquiza,CALLE,0.25,0,9,0.0,166.5,7.1,0.0
3396,AGUILAR,Colegiales,CALLE,0.25,0,9,0.0,266.5,7.1,6.8
3403,CIUDAD DE LA PAZ,Colegiales,CALLE,0.25,0,9,0.0,418.7,7.1,25.0
3410,VALDENEGRO,Villa Urquiza,CALLE,0.25,0,9,0.0,167.5,7.1,0.0
3416,"ACHA, MARIANO, GRAL.",Villa Urquiza,CALLE,0.25,1,9,16.8,157.5,7.1,0.0
3421,"PINO, VIRREY DEL",Belgrano,CALLE,0.25,1,9,15.0,198.2,7.1,0.0
3440,REPUBLICA DE SAN MARINO,Villa Pueyrredon,CALLE,0.25,0,9,0.0,406.8,7.1,23.6
3441,"GARCIA, TEODORO",Colegiales,CALLE,0.25,0,9,0.0,339.1,7.1,15.5
3496,CULLEN,Villa Urquiza,CALLE,0.25,1,9,11.6,177.3,7.1,0.0
3502,ROOSEVELT FRANKLIN D.,Villa Urquiza,CALLE,0.25,0,9,0.0,177.8,7.1,0.0
3503,PACHECO,Villa Urquiza,CALLE,0.25,0,9,0.0,166.5,7.1,0.0
3531,MENDOZA,Villa Urquiza,CALLE,0.25,0,9,0.0,157.5,7.1,0.0
3532,"ACHA, MARIANO, GRAL.",Villa Urquiza,CALLE,0.25,1,9,16.8,157.5,7.1,0.0
3539,CONDE,Belgrano,CALLE,0.25,0,9,0.0,254.8,7.1,5.4
3587,CLAY,Palermo,CALLE,0.25,0,9,0.0,224.2,7.1,1.8
3588,BAEZ,Palermo,CALLE,0.25,0,9,0.0,224.2,7.1,1.8
3605,PACHECO,Villa Urquiza,CALLE,0.25,0,9,0.0,173.6,7.1,0.0
3625,BLANCO ENCALADA,Villa Urquiza,CALLE,0.25,0,9,0.0,178.1,7.1,0.0
3651,CULLEN,Villa Urquiza,CALLE,0.25,1,9,6.3,177.3,7.1,0.0
3670,CLAY,Palermo,CALLE,0.25,0,9,0.0,399.7,7.1,22.7
3709,HUERGO,Palermo,CALLE,0.25,0,9,0.0,399.7,7.1,22.7
3727,"ARENAL, CONCEPCION",Palermo,CALLE,0.25,0,9,0.0,317.7,7.1,12.9
3734,CULLEN,Villa Urquiza,CALLE,0.25,1,9,6.3,138.1,7.1,0.0
3739,FERNANDEZ BLANCO,Villa Urquiza,CALLE,0.25,0,9,0.0,193.6,7.1,0.0
3822,BLANCO ENCALADA,Villa Urquiza,CALLE,0.25,0,9,0.0,201.0,7.1,0.0
3823,DIAZ COLODRERO,Villa Urquiza,CALLE,0.25,0,9,0.0,211.8,7.1,0.3
3860,BLANCO ENCALADA,Villa Urquiza,CALLE,0.25,0,9,0.0,211.8,7.1,0.3
3909,JURAMENTO,Villa Urquiza,CALLE,0.25,0,9,0.0,130.8,7.1,0.0
3920,"ARENAL, CONCEPCION",Palermo,CALLE,0.25,0,9,0.0,317.7,7.1,12.9
3924,PUENTE CONSEJAL PEDRO BUSTOS,,CALLE,0.25,0,9,0.0,397.9,7.1,22.5
3977,BLANCO ENCALADA,Villa Urquiza,CALLE,0.25,1,9,7.1,205.2,7.1,0.0
3978,BAUNESS,Villa Urquiza,CALLE,0.25,0,9,0.0,205.2,7.1,0.0
4089,ESTOMBA,Villa Ortuzar,CALLE,0.25,0,9,0.0,171.1,7.1,0.0
4109,ZARRAGA,Villa Ortuzar,CALLE,0.25,0,9,0.0,229.9,7.1,2.4
4110,14 DE JULIO,Villa Ortuzar,CALLE,0.25,0,9,0.0,192.7,7.1,0.0
4165,DELGADO,Colegiales,CALLE,0.25,1,9,20.2,210.6,7.1,0.1
4173,ZARRAGA,Villa Ortuzar,CALLE,0.25,0,9,0.0,177.7,7.1,0.0
4174,HEREDIA,Villa Ortuzar,CALLE,0.25,1,9,12.3,171.1,7.1,0.0
4191,PARAGUAY,Palermo,CALLE,0.25,1,9,14.8,234.4,7.1,3.0
4219,AVALOS,Villa Urquiza,CALLE,0.25,0,9,0.0,191.5,7.1,0.0
4220,"SUCRE, ANTONIO JOSE DE, MCAL.",Villa Urquiza,CALLE,0.25,1,9,13.3,202.3,7.1,0.0
4249,"AVILES, VIRREY",Villa Ortuzar,CALLE,0.25,0,9,0.0,229.9,7.1,2.4
4250,14 DE JULIO,Villa Ortuzar,CALLE,0.25,0,9,0.0,229.9,7.1,2.4
4264,PACHECO,Villa Urquiza,CALLE,0.25,0,9,0.0,199.9,7.1,0.0
4281,ZARRAGA,Villa Ortuzar,CALLE,0.25,0,9,0.0,226.6,7.1,2.1
4282,ESTOMBA,Villa Ortuzar,CALLE,0.25,0,9,0.0,226.6,7.1,2.1
4325,"AVILES, VIRREY",Villa Ortuzar,CALLE,0.25,0,9,0.0,278.8,7.1,8.3
4326,HEREDIA,Villa Ortuzar,CALLE,0.25,1,9,12.3,226.6,7.1,2.1
4329,"RAVIGNANI, EMILIO, DR.",Palermo,CALLE,0.25,1,9,17.3,234.4,7.1,3.0
4380,14 DE JULIO,Villa Ortuzar,CALLE,0.25,0,9,0.0,262.2,7.1,6.3
4382,TUPIZA PJE.,Palermo,PASAJE,0.0,0,2,0.0,36.9,7.1,4.4
4401,BUCARELLI,Villa Urquiza,CALLE,0.25,1,9,8.0,167.5,7.1,0.0
4406,HEREDIA,Villa Ortuzar,CALLE,0.25,1,9,12.3,278.8,7.1,8.3
4446,"AVILES, VIRREY",Villa Ortuzar,CALLE,0.25,0,9,0.0,226.6,7.1,2.1
4510,"SCALABRINI ORTIZ, RAUL",Palermo,CALLE,0.25,0,9,0.0,235.7,7.1,3.1
4511,"SEGUI, JUAN FRANCISCO",Palermo,CALLE,0.25,0,9,0.0,235.7,7.1,3.1
4620,GUATEMALA,Palermo,CALLE,0.25,0,9,0.0,245.7,7.1,4.3
4630,HEREDIA,Villa Ortuzar,CALLE,0.25,1,9,12.3,278.8,7.1,8.3
4636,14 DE JULIO,Villa Ortuzar,CALLE,0.25,0,9,0.0,259.4,7.1,6.0
4686,CERVIÑO AV.,Palermo,AVENIDA,0.5,1,16,15.0,589.9,7.1,20.4
4735,BERNA,Parque Chas,CALLE,0.25,0,9,0.0,227.2,7.1,2.1
4736,GINEBRA,Parque Chas,CALLE,0.25,0,9,0.0,227.2,7.1,2.1
4739,"NEWBERY, JORGE",Colegiales,CALLE,0.25,1,9,7.3,244.3,7.1,4.2
4773,CERVIÑO AV.,Palermo,AVENIDA,0.5,2,16,32.1,607.0,7.1,22.5
4779,GINEBRA,Parque Chas,CALLE,0.25,0,9,0.0,227.2,7.1,2.1
4780,CERVIÑO AV.,Palermo,AVENIDA,0.5,2,16,32.1,570.8,7.1,18.1
4802,HOLMBERG,Villa Ortuzar,CALLE,0.25,0,9,0.0,194.0,7.1,0.0
4805,BERNA,Parque Chas,CALLE,0.25,0,9,0.0,227.2,7.1,2.1
4806,LA HAYA,Parque Chas,CALLE,0.25,0,9,0.0,227.2,7.1,2.1
4860,LA HAYA,Parque Chas,CALLE,0.25,0,9,0.0,210.6,7.1,0.1
4862,CERVIÑO AV.,Palermo,AVENIDA,0.5,2,16,32.1,631.0,7.1,25.3
4907,BERNA,Parque Chas,CALLE,0.25,0,9,0.0,210.6,7.1,0.1
4908,CADIZ,Parque Chas,CALLE,0.25,0,9,0.0,227.2,7.1,2.1
4914,FRANCO,Villa Pueyrredon,PASAJE,0.0,0,2,0.0,48.1,7.1,5.7
4957,CERVIÑO AV.,Palermo,AVENIDA,0.5,2,16,32.1,612.9,7.1,23.2
4959,CADIZ,Parque Chas,CALLE,0.25,0,9,0.0,210.6,7.1,0.1
4991,BERNA,Parque Chas,CALLE,0.25,0,9,0.0,210.6,7.1,0.1
5012,CADIZ,Parque Chas,CALLE,0.25,0,9,0.0,212.2,7.1,0.3
5042,HOLMBERG,Villa Ortuzar,CALLE,0.25,0,9,0.0,238.2,7.1,3.4
5047,PLAZA,Villa Ortuzar,CALLE,0.25,0,9,0.0,238.2,7.1,3.4
5056,TREVERIS,Parque Chas,CALLE,0.25,0,9,0.0,212.2,7.1,0.3
5089,GODOY CRUZ,Palermo,CALLE,0.25,1,9,31.1,284.7,7.1,6.6
5096,GANDARA,Parque Chas,CALLE,0.25,0,9,0.0,203.1,7.1,0.0
5098,"MOLINA ARROTEA, CARLOS",Villa Pueyrredon,PASAJE,0.0,0,2,0.0,48.1,7.1,5.7
5132,GANDARA,Parque Chas,CALLE,0.25,0,9,0.0,211.1,7.1,0.2
5143,BERLIN,Parque Chas,CALLE,0.25,0,9,0.0,191.7,7.1,0.0
5151,TORRENT,Parque Chas,CALLE,0.25,0,9,0.0,212.2,7.1,0.3
5159,MARSELLA,Parque Chas,CALLE,0.25,0,9,0.0,211.1,7.1,0.2
5160,GAMARRA,Parque Chas,CALLE,0.25,0,9,0.0,211.1,7.1,0.2
5189,"COUTURE, EDUARDO J.",Recoleta,CALLE,0.25,0,9,0.0,165.3,7.1,0.0
5210,GANDARA,Parque Chas,CALLE,0.25,0,9,0.0,173.3,7.1,0.0
5214,GAMARRA,Parque Chas,CALLE,0.25,0,9,0.0,211.1,7.1,0.2
5228,TORRENT,Parque Chas,CALLE,0.25,0,9,0.0,212.2,7.1,0.3
5273,MARSELLA,Parque Chas,CALLE,0.25,0,9,0.0,211.1,7.1,0.2
5302,"COUTURE, EDUARDO J.",Recoleta,CALLE,0.25,0,9,0.0,216.0,7.1,0.8
5316,GAMARRA,Parque Chas,CALLE,0.25,0,9,0.0,211.1,7.1,0.2
5370,"COUTURE, EDUARDO J.",Recoleta,CALLE,0.25,0,9,0.0,216.0,7.1,0.8
5395,TREVERIS,Parque Chas,CALLE,0.25,0,9,0.0,211.1,7.1,0.2
5439,"CUBAS, JOSE",Villa Pueyrredon,CALLE,0.25,0,9,0.0,156.7,7.1,0.0
5440,GAVILAN,Villa Pueyrredon,CALLE,0.25,0,9,0.0,156.7,7.1,0.0
5448,"GONZALEZ, JULIO VICTOR",Recoleta,CALLE,0.25,0,9,0.0,216.0,7.1,0.8
5468,CALDAS,Villa Ortuzar,CALLE,0.25,0,9,0.0,198.6,7.1,0.0
5479,ROSETI,Chacarita,CALLE,0.25,3,16,36.5,441.3,7.1,20.6
5559,GORRITI,Palermo,CALLE,0.25,1,9,7.7,220.5,7.1,1.3
5601,"CUBAS, JOSE",Villa Pueyrredon,CALLE,0.25,0,9,0.0,226.7,7.1,2.1
5605,GAVILAN,Villa Pueyrredon,CALLE,0.25,0,9,0.0,197.3,7.1,0.0
5613,"ZEBALLOS, ESTANISLAO S.",Villa Pueyrredon,PASAJE,0.0,0,2,0.0,32.6,7.1,3.9
5698,"VAZ FERREIRA, CARLOS, DR.",Recoleta,CALLE,0.25,1,9,0.0,216.0,7.1,0.8
5721,GORRITI,Palermo,CALLE,0.25,1,9,7.7,258.1,7.1,5.8
5728,"ACHA, MARIANO, GRAL.",Villa Ortuzar,CALLE,0.25,0,9,0.0,206.6,7.1,0.0
5740,"GELLY Y OBES, GRAL. AV.",Recoleta,AVENIDA,0.5,0,16,0.0,497.9,7.1,9.4
5750,TORRENT,Parque Chas,CALLE,0.25,0,9,0.0,196.7,7.1,0.0
5757,DONADO,Villa Ortuzar,CALLE,0.25,0,9,0.0,206.6,7.1,0.0
5758,GIRARDOT,Villa Ortuzar,CALLE,0.25,0,9,0.0,198.6,7.1,0.0
5775,"GELLY Y OBES, GRAL. AV.",Recoleta,AVENIDA,0.5,0,16,0.0,497.9,7.1,9.4
5815,"GELLY Y OBES, GRAL. AV.",Recoleta,AVENIDA,0.5,0,16,0.0,497.9,7.1,9.4
5816,"GELLY Y OBES, GRAL. AV.",Recoleta,AVENIDA,0.5,0,16,0.0,581.6,7.1,19.4
5819,LLERENA,Parque Chas,CALLE,0.25,1,9,13.1,196.7,7.1,0.0
5836,GURRUCHAGA,Palermo,CALLE,0.25,0,9,0.0,247.9,7.1,4.6
5869,HUMBOLDT,Palermo,CALLE,0.25,1,9,12.0,266.8,7.1,6.9
5870,GORRITI,Palermo,CALLE,0.25,1,9,7.7,266.8,7.1,6.9
5961,GORRITI,Palermo,CALLE,0.25,1,9,7.7,266.8,7.1,6.9
5963,BACON,Villa Devoto,PASAJE,0.0,0,2,0.0,98.7,7.1,11.8
5981,"SCHIAFFINO, EDUARDO",Recoleta,CALLE,0.25,0,9,0.0,247.1,7.1,4.5
5982,POSADAS,Recoleta,CALLE,0.25,0,9,0.0,247.1,7.1,4.5
6027,FRAGA,Chacarita,CALLE,0.25,0,9,0.0,166.3,7.1,0.0
6039,"CABRERA, JOSE A.",Palermo,CALLE,0.25,0,9,0.0,307.5,7.1,11.7
6050,POSADAS,Recoleta,CALLE,0.25,0,9,0.0,236.4,7.1,3.2
6102,FITZ ROY,Palermo,CALLE,0.25,0,9,0.0,307.5,7.1,11.7
6117,"GELLY Y OBES, GRAL. AV.",Recoleta,AVENIDA,0.5,0,16,0.0,603.0,7.1,22.0
6122,AYACUCHO,Recoleta,CALLE,0.25,0,9,0.0,247.1,7.1,4.5
6123,POSADAS,Recoleta,CALLE,0.25,0,9,0.0,236.4,7.1,3.2
