block_id,lines
8069,010 017 037 059 108 124
8070,078
8074,010 039 059 106 108 111 150 152
8075,010 037 059 108 124
8076,012 039 106 111 152
8078,057 078 105
8079,078
8084,057 078 105
8085,119
8087,020 129
8100,105 108
8104,109
8107,047 119
8112,106 140 151 168
8113,106 140 151
8115,029 109 111 188
8129,008 009 045 075 101 106 108 132 150
8132,107 114
8134,029 109 188
8135,109 188
8137,119
8138,078
8142,042
8148,009 045 132
8151,034 065 071 076 166
8152,065 071 076
8157,105 108
8161,044 063
8163,055
8164,065 071 076 090 127
8165,160
8166,106 140 151
8168,109
8170,057 078 105
8174,065 071 076
8176,119
8185,015 057 106 110 145
8188,106 140 151
8189,145
8190,145
8193,047 078
8194,078
8195,065 071 076
8203,160
8204,106 109 140 151
8205,168
8206,106 140 151 168
8213,044 063
8215,042 065 071 076
8217,106 109 140
8218,041 062 064 068 109 118 194
8223,145
8228,019 090 127
8234,042
8236,029 109 111 188
8237,080
8239,092 128
8240,106 109 140
8245,047
8258,132
8259,092 128
8260,106 109 140
8261,119
8262,095
8263,109
8266,106 109 140
8267,108
8268,105 108
8270,010 017 059 100
8271,080
8272,057 078 105 146
8273,109 111
8275,057 078 105
8277,010 017 059 067
8278,067 070
8279,029 109
8280,106 109 140
8281,145
8290,107 114
8291,029 109 188
8292,106 109 140
8293,047 119
8295,010 017 059
8296,008 010 017 059 075 111
8297,188
8298,106 109 140
8299,057 078 105 146
8301,109
8303,109
8304,106 109 140
8306,075
8307,106 140
8308,029 188
8309,106 140
8312,109
8313,106 109 111 140
8316,047 119
8319,119
8320,119
8321,047 078
8322,034 076 166
8324,095 101
8325,106
8327,106 140 151 168
8328,110
8329,057 078 105 146
8331,102
8333,044 063
8334,047 078
8335,113 133
8340,015 057 106 110 145
8341,145
8345,102
8346,105 108
8349,008 056
8351,057 078 105 146
8359,150
8361,065 071 076 090 127
8364,060 101
8365,106
8367,037 124 150
8368,055
8369,065 071 076
8370,109
8371,106 109 111 140
8373,012 037 124 150
8375,057 078 105 146
8376,065 071 076
8377,042 065 071 076
8381,042
8382,145
8383,145
8385,012
8386,110
8387,057 078 105 146
8389,119
8390,060 106
8391,106
8396,042
8398,119
8399,132
8402,057 078 105 146
8406,057 078 105 146
8413,132
8416,057 078 105 146
8417,080 146
8418,146
8420,057 078 105 146
8422,119
8425,057 078 105 146
8427,105
8433,109 145
8434,019 090 127
8435,041 062 064 068 109 118 194
8436,106 109 111 140
8438,119
8439,057 078 105 146
8446,042
8457,119
8461,160
8462,106 140 151 168
8463,109
8464,099 106 109 140 151
8473,151 160
8474,099 106 109 140 151
8476,057 078 105 146
8478,106 109 111 132 140
8479,044 063
8481,099 106
8482,015 057 106 110 145
8483,109
8484,034 076 166
8485,042 076
8487,145
8488,109
8492,092 128
8493,099 106
8494,119
8495,119
8499,044 063
8500,099 109
8502,092 128
8503,099 106
8510,099
8511,168
8513,099 106 140
8514,047 057 078 105 146
8517,099
8519,067
8520,010 059 067 129
8521,099
8522,132
8523,029 109
8524,099 106 109 140
8527,105 108
8531,145
8533,132
8539,047
8543,029 109 188
8544,029 099 106 109 140
8549,095 106 109
8550,106 109 111 132 140
8552,042
8553,029 099 106 109 140 188
8554,029 099 106 109 140 188
8555,109
8556,029 099 106 109 140 188
8557,109
8558,055
8560,029 099 106 109 140 188
8561,029 188
8562,029 099 106 109 140 188
8565,029 099 106 109 140 188
8566,109 188
8567,029 099 106 109 140 188
8569,065 071 076
8570,132
8571,008 075 111
8575,065 076
8579,044 063
8582,107 114
8586,151 160
8589,106 110 145
8592,132
8593,075
8599,119
8607,080 146
8609,047
8611,095 101
8612,101 106 109 111 132 140
8613,111 132
8614,102
8616,020 129
8617,047 078 113 133
8621,110
8627,111 132
8628,102
8630,119
8634,099
8644,041 062 064 068 109 118 132 194
8648,074 099 180
8652,151
8655,015 057 106 110 145
8656,019 090 106 110 127 145
8657,111 132
8658,150
8659,145
8660,109 145
8663,008 009 026 045
8670,042
8674,119
8675,042
8676,060 101 106
8677,101 106 109 111 132 140
8678,111 132 150
8679,111 132 150
8685,119
8686,111 132 150
8687,037 124 150
8688,107 114
8690,105 108
8694,047
8695,008 009 026 045
8696,132
8701,145
8702,145
8706,105
8712,060
8713,109 111 132 140
8714,012
8715,111 132
8716,111 132
8717,012 037 124 150
8718,111 132
8719,009 026 045 099 109 132 140
8725,105 108
8729,044 063
8736,029 075 099 101 106 109 132 140
8738,107 114
8739,047 057 078 105 146
8740,009 026 045 099 109 115 132
8745,042 119
8749,028 117 161
8750,092 128
8752,055
8754,151 160
8758,009 026 045 099 109 115 132
8761,105
8762,047
8763,047
8764,099 109
8765,109
8766,065 071 076
8767,106 110
8768,065 076 109
8771,047
8773,008 009 026 045 099 109 115 132
8775,099 109
8777,042
8778,042 119
8785,008 009 026 099 109 115 132 140
8786,067
8787,047
8788,047
8795,008 026 109 132 140
8796,010 017 059 067
8798,029 075 099 101 106 109 132 140
8800,080 146
8802,008 026 109 132 140
8804,109 160 168
8806,110
8809,015 057 106 110 145
8810,145
8812,037 124 150
8813,029 075 099 101 106 109 132 140
8816,044 063
8821,008 026 109 132 140
8822,008 075 111
8824,029
8825,145
8826,019 090 127 145
8828,168
8830,107
8833,047
8836,026 109 132 140
8837,075 111
8842,105
8843,047
8844,092 128
8846,119
8847,042 119
8848,029
8849,029 099
8850,026 075 109 111 132 140
8852,026 102 111
8853,099 109
8858,105
8859,105
8860,145
8861,109 145
8868,047
8869,047
8870,075 099 109 132 140
8871,102
8872,029 075 099 101 106 109 132 140
8876,129
8877,105
8879,188
8880,029 099
8882,129 159
8883,105 108
8887,099
8889,029 075 132 140
8895,029 075 132 140
8897,145
8898,095 101 109
8901,029 099 188
8902,026 151 160
8906,151
8907,026 151
8909,093 130
8913,105 108
8914,107 114
8915,029 075 132 140
8916,037 124 150
8921,023
8922,006 023
8923,099
8926,029 099 188
8927,026 092
8928,029 075 099 101 106 109 132 140
8929,029 075 132 140
8930,012 037 124 150
8932,042
8934,029 099 188
8935,047 113 133
8936,047
8937,044 063
8938,047
8940,029 099 106 109 132 140
8941,012
8942,023
8945,119
8946,029 099 106 109 132 140
8947,060 109 140
8952,105 108
8953,105
8954,029 099 106 109 132 140
8955,060 101 109
8957,055 109
8958,099 109
8959,029 099 101 106 109 132 140
8960,095 101
8961,029 099 101 106 109 132 140
8965,029 099 188
8966,047
8968,109
8970,047
8974,019 090 092 127
8975,023 099
8977,042 109 119
8978,076 106 110
8979,065 071 076
8980,024 145
8981,024 145
8987,109 119
8989,044 063
8990,063
8991,015 024 057 106 110 145
8992,065 076 109
8995,107
8996,023 099
8998,092 128
9000,041 061 062 064 068 075 101 118 132 188 194
9001,188
9008,113
9009,080 146
9011,109
9015,113
9018,019 090 092 127
9021,026
9022,023 099
9025,105
9029,075 101 132
9033,026 151 160
9034,019 090 127 145
9035,019 024 090 127 145
9042,105
9043,034 109 166
9045,047
9047,168
9048,019 090 092 127
9051,101
9052,075 101 132
9053,105 107 108 114
9057,023 099
9059,105
9061,113
9062,113
9064,113
9070,026 092 151
9071,026
9072,045
9073,023 099
9079,105
9082,019 090 109 127
9083,044 063
9085,024
9086,119
9090,023 045 099
9091,009 067
9093,019 090 092 127
9096,095 101 132
9097,075 132
9100,105 108
9102,145
9103,024 109 145
9108,045
9109,009 010 017 059 067
9110,042 109
9111,042 119
9113,145
9114,047
9116,017
9120,113
9121,109 160 168
9122,019 090 092 127
9125,047
9128,109 119
9132,008 026 075 111
9133,092 128
9141,080 146
9152,008 026 075
9153,111
9157,019 090 092 127
9158,034 109 166
9160,129 159
9161,042
9162,042
9165,119
9166,119
9168,065
9171,023 026 029 075 099
9172,026 102
9175,015 024 057 076 106 110 145
9176,065 071 076
9178,109
9179,109 119
9182,105 107 114
9183,105 107
9186,029 099
9187,076 106 110
9189,107
9190,105
9191,023 029 075 099 109 140
9192,029 102
9193,090 145
9194,024 145
9195,129
9196,006 026 050 195
9198,026 151 160
9199,019 090 092 127
9201,029 099
9204,019 024 071 090 109 127 145
9209,029 075 099 109 140
9212,029 075 099 109 140
9216,019 090 092 099 109 127
9217,019 090 109 127
9220,063
9222,029 075 099 109 140
9223,080 146
9225,006 026 050
9226,006 023
9227,099
9228,026
9230,105
9231,029 075 099 109 140
9232,029 037 124 150
9233,024 145
9234,019 024 071 090 109 127 145
9235,105 108
9236,114
9238,113
9239,029 099
9240,029 099
9244,047
9248,024
9250,029 075 099 109 140
9251,012 037 124 150
9252,080 146
9253,047
9256,092 151
9257,019 026 090 092 127 128
9258,055 109 119
9261,110
9264,008 111
9266,024 145
9270,019 090 092 099 109 127
9271,006 023
9273,029 075 099 109 140
9274,012
9276,041 061 062 064 068 075 101 118 132 188 194
9277,029 099
9282,055 109 119
9298,029 075 099 109 140
9299,060 109 140
9300,105
9302,110
9304,026 092 128
9305,026 092 128
9311,029 075 099 101
9313,006 023
9321,019 090 109 127 145
9322,019 090 109 127
9323,029 075 099 109
9324,060 109
9329,113
9331,029 075 099 101
9335,006 023
9339,029 075 099
9340,095 101
9343,044
9346,113
9349,047
9351,029 075 095 099 101
9352,075
9354,026
9355,006 023 180
9361,029 075 099 101
9362,075 095 101
9363,029 075 099 101
9364,024 145
9365,019 024 071 090 109 127 145
9374,047 110
9375,006 023 180
9381,055 109 119
9382,015 024 057 076 106 110 145
9388,006 023 180
9390,168
9397,065 071 076
9398,055 109 119
9399,105 108
9401,024 057
9402,109
9404,006 023 180
9411,090 145
9412,065
9413,113
9414,105 107
9415,105 107
9417,017
9421,044 063
9425,047
9426,047
9427,092 128
9430,105
9433,024
9438,008 111
9440,108 114
9442,076 106 110
9443,109 119
9444,024 092 099 124 145
9445,024 145
9448,024 057 105 146
9453,008 029 111 115
9454,145
9455,019 024 071 090 092 099 109 124 127 145
9456,080 146
9459,109 160 168
9464,026
9475,145
9476,019 024 071 090 092 099 109 124 127 145
9478,029 115
9479,023 026 102 109 140
9489,042
9492,044 063
9493,047 110
9495,019 090 092 099 109 127
9496,019 090 109 127
9499,029 115
9500,023 029 102 115
9506,105
9510,084 134
9517,099
9521,113
9524,084 134
9525,084 134
9531,084 134
9532,105 108
9533,107
9534,129
9535,004 159
9536,041 061 062 064 068 075 101 118 132 188 194
9539,063
9540,024 057 105 146
9541,145
9542,024 076 106 110
9543,055 119
9551,026 128 151 160
9554,129 159
9557,037 124 150
9559,024
9565,075
9567,006 026 050
9568,080 146
9569,124
9570,012 037 124
9571,108
9574,084 134
9578,015
9579,015 024 057 076 106 110 145
9580,024 076 119
9581,019 090 127 151
9585,047
9590,026
9593,099
9594,019 024 071 090 092 099 109 124 127
9595,019 024 071 090 092 099 109 124 127
9598,124
9599,012
9605,075
9606,105 107 108
9607,105 107
9611,024
9616,047
9617,084 134
9621,113
9625,063 109 135
9626,019 024 071 090 092 099 109 124 127
9627,060 124
9628,060
9633,090
9634,065 071
9638,060
9639,105 107
9640,105
9642,084
9646,108 114
9648,095
9649,015 024 057 076 106 110 119 145
9650,015 024 055 057 076 119
9651,075 095
9652,075
9655,092 099 124 145
9656,065 145
9657,075 095
9658,075
9660,024 084 134
9661,084 134
9662,044
9663,024 057 105 109 135 146
9667,019 024 071 090 092 099 109 124 127
9668,047
9669,047
9670,024 057 076 106 110
9675,105
9679,145
9680,024 145
9681,024
9682,024
9690,108
9692,024
9694,108
9696,047
9697,047
9698,108
9699,108
9701,080 146
9707,107 108
9710,108
9711,108
9712,092 128
9715,019 024 071 090 092 099 109 124 127
9716,108
9726,107
9727,008 111
9728,024 113 133
9729,024
9735,107
9740,026
9741,024 057 105 109 135 146
9742,107
9744,168
9745,024 071 090 092 099 109 124 127
9750,092 099
9751,145
9752,084 134
9756,017 100
9757,063
9758,024 057 063 105 109 135 146
9760,015 055 119
9764,099
9766,024
9768,015 055 119
9771,092 099 145
9780,015 055 119
9783,024 071 090 092 099 109 124 127 168
9784,024 029
9785,008 029 111 115
9787,042
9788,047
9793,113
9799,084
9800,084
9801,024
9802,006 023 026 102 109 115 140
9810,113
9813,044
9814,024 057 105 109 135 146
9815,024 057 076 106 110 145
9816,076
9819,109 160 168
9820,024 071 090 092 099 109 124 127 168
9827,140 146 180
9828,063 109 135
9829,044
9830,024 057 076 106 110
9840,047 084
9841,024 084 134
9842,006 023 024 026 115 180
9843,023 102
9846,063 109 135
9849,071 092 099 124 145
9850,024 145
9851,107
9856,108 114
9858,026
9859,024 071 092 099 124 145
9860,024
9864,084 134
9865,084
9867,109 135
9868,090 109
9869,015
9870,107
9872,026 071 090 092 099 124 127 168
9873,006 024 026 115 180
9875,047
9878,024 026 124 180
9881,126 140 146 180
9884,145
9885,065 071
9886,134
9889,065 092 145
9891,047
9892,084 134
9895,140 146 180
9896,006 026 050
9899,006 024 026 115 180
9900,024 026 037 115 150 180
9901,037 124 150
9904,025
9907,024
9908,024 026 115 124 180
9909,012 037 124
9910,024 026 115 124 180
9911,024 026 115 124 180
9912,006 026 050 140 146 180
9914,026 128 151 160
9915,024 026 071 090 092 099 124 127 168
9916,015 119
9918,024 026 124 180
9919,080 146
9922,015
9923,015 119
9926,024 063 109
9929,012 060
9931,025
9934,006 026 050 140 146 180
9936,025
9940,024 026 115 124 180
9941,124
9945,024 026 060 115 124 180
9946,060
9949,044
9950,024 026 115 124 180
9951,095
9953,019 090 127 151
9954,024 026 071 092 099 124 168
9956,024 063 109
9957,006 026 050 109 115 140 146 180
9961,041 061 062 064 068 075 101 118 132 188 194
9962,024 026 124 180
9963,047
9964,024 057 105 109 135 146
9965,024 026 095 115 124 180
9966,095
9972,024 026 115 124 180
9976,006 026 050 109 115 140 146 180
9979,024 026 115 124 180
9981,015 055 119
9982,024 026 115 124 180
9983,095
9984,024 026 115 124 180
9986,026 071 092 099 124 128 168
9993,024 057 076 106 110
9994,076
9996,063 109 135
9998,024 057 106 110
9999,042
10000,063 109
10002,024
10003,024 063 109
10004,006 026 050 109 115 140 146 180
10006,024 124 180
10011,113
10014,134
10017,042 145
10018,024 047 057 105 109
10020,113
10022,015 055 119
10025,071 092 099 124 145
10026,065 092 145
10027,024
10031,006 026 050 109 115 140 146 180
10033,092 128
10034,026 071 092 099 124 128 168
10037,024 113 133
10038,024 063 109
10042,024 057 105 109
10043,006 026 050 140 146 180
10044,100
10045,006 026 050 140 146 180
10049,047
10050,024 047 057 105
10051,080 146
10052,108 114
10054,084
10055,047 084
10057,113
10058,145
10059,015 119
10061,006 024 026 050 140 146 180
10068,025
10069,084 134
10070,084
10071,099
10072,024 026 071 099 124 168 180
10073,063 109
10075,113 133
10079,047 084
10080,024 084 134
10081,006 024 026 050 140 146 180
10082,008 024 029 111
10083,024
10084,145
10087,025
10088,063 109 135
10090,065 071
10091,047
10093,025
10095,044
10098,071 124
10099,006 024 026 029 050 111 115 140 146 180
10100,008 029 111 115
10104,024 071 124
10106,024 084 134
10107,025
10108,025
10110,024 071 124
10113,006 024 026 050 109 140 146 180
10114,006 023 024 026 050 102 109 140 146 180
10115,023 102 109 140
10117,024 026 071 124 168 180
10119,024 071 124
10122,100
10123,024 057 105
10124,063 109 135
10131,074
10132,026 071 124 146 168 180
10135,024 057 105
10136,084 134
10138,084 124 134
10145,024 057 110
10147,006 024 026 050 146 180
10148,023 024 102
10150,024 071 124
10151,024 124 180
10152,024 026 071 124 146 168 180
10153,026 071 124 146 168 180
10155,024 057 110
10156,024 026 071 124 168 180
10159,024 057 076 106 110
10160,042 106
10162,109
10165,047 084
10166,084
10168,024 071 124
10169,062 093 126 130
10170,006 050
10171,006
10172,080 108 114 146
10175,024 026 071 124 146 168 180
10177,085
10180,024
10181,113
10182,071 099 124 145
10183,065 071
10184,024 057 110
10186,024 071 124
10187,024 071 124 145
10189,024 071 124
10190,085
10194,015 119
10195,065 145
10199,006 050
10200,006 037 150
10202,108
10203,019 024 090 127 128 151
10205,042 145
10206,109
10207,024 057 105 135 146
10211,024
10215,024 026 071 124 146 168 180
10218,063 109
10220,024
10221,047
10222,044
10223,006 050
10224,012 024 037 124
10227,134
10231,024 026 060 115 124 146 180
10232,024
10233,024 026 060 115 124 146
10234,012 060
10236,034 110 166
10241,026 160 168
10242,024 071 124
10243,024 026 060 115 124 146
10244,024 060
10247,109
10248,047 109
10251,145
10252,015 055 119
10253,128
10255,024 026 060 115 124 146
10256,024 060
10260,015 099 119 124 145
10261,015 119
10262,024 041 061 062 064 068 075 101 115 118 132 188 194
10263,024 026 071 124 146 168 180
10266,025 107
10267,025
10268,084 134
10269,084
10272,024 026 115 124 146
10274,071 145
10280,024
10281,047
10282,084
10283,024 057 110
10284,024 026 115 124 146
10285,024 095
10288,021 025 028
10289,063 109 113 133 135
10290,063 109 113 133
10291,024 026 124 146 180
10295,025
10300,024 026 115 124 146 180
10301,024 095
10302,024
10303,024 071 124 160 168
10304,063 109 135
10306,180
10308,084 124
10309,024 084 134
10310,024 026 115 124 146 180
10311,024
10314,024 026 115 124 146 180
10315,024
10316,024 026 124 146 180
10317,047 084
10324,084 110 124 134
10326,063 109
10327,024 057 076 106 110
10332,180
10336,024
10337,084 124 134
10338,024 084 124 134
10339,019 024 026 090 127 128 151 160
10340,024 071 124 160 168
10342,042 076
10345,029 050 146
10349,024 029 050 146
10353,099 124 145
10355,029 050 146
10358,025
10359,024
10361,180
10362,180
10365,024 057 105 110 135 146
10366,029 050 146
10367,100
10369,047
10375,047
10376,044
10377,029 050 146
10379,080 108 114 134 146
10380,085 134
10381,047
10384,134
10385,024
10390,108
10392,019 024 090 127 128 151
10393,024 071 124 168
10397,024 124 180
10398,024 124 180
10399,029 050 146
10400,008 024 029 111
10402,146
10405,063 109
10406,113
10408,134
10412,057 135 146
10413,092 099 124
10414,042 145
10417,050 146
10419,034 109 166
10421,074
10430,134
10433,024 124 180
10435,024
10436,047 084
10437,084
10438,063 109 135
10439,063 109 113 133
10440,074 105 129 159
10441,074
10442,128
10443,024 071 124 128 168
10445,050 146
10446,023 102
10448,109
10449,063 109 113 133 135
10451,109
10455,134
10459,025 107
10460,025
10461,024 057 110
10464,024
10469,105 129 159
10470,007 008 022 028 033 126 129 143
10471,050 146
10472,023 102
10473,057 135 146
10476,024 057 076 106 110
10478,024
10479,024
10486,145
10491,050 146
10493,063 109
10495,084 124
10496,084
10497,180
10498,024 071 124 168 180
10499,063 109 133 135
10501,080 085 114 134 146
10502,076
10505,047
10509,047
10511,050 146
10512,006 037 150
10513,145
10515,025
10516,099 124 145
10517,041 061 062 064 068 075 101 115 118 132 168 188 194
10519,024
10521,047
10524,015 055 119 145
10528,085
10529,115
10532,084 124 134
10533,024 084 134
10537,057 135 146
10538,060 146
10539,006 012 037 050 060 150
10540,134
10542,024 071 124 168 180
10544,024 028 029 050 091 111 146
10550,042 076
10552,024
10553,084 110 124 134
10558,146
10559,012
10560,092 099 124
10562,080 085 114 134 146
10563,134
10564,063 109
10567,108
10568,092 105 124 146
10574,024 071 124 168 180
10575,063 109 133 135
10576,109 113
10577,146
10584,057 135 146
10585,042 092 099 105 124 135 145 146
10586,042 092 099 124 145
10590,029 050 091 111 146
10591,057 135 146
10595,134
10596,124
10609,026 160
10611,146
10613,024 057 110
10616,134
10619,063 109 133 135
10624,160
10626,047
10628,019 090 127 128 151
10629,160
10630,019 026 090 127 128 151 160
10631,160
10634,134
10636,146
10639,028 091
10640,134
10642,091
10644,146
10645,095
10647,113
10648,047
10650,091
10653,025 107
10657,024 071 124 168 180
10658,024 057 076 110
10660,085
10661,108
10662,047
10663,044
10664,091
10666,025 107
10667,025
10668,047
10670,009
10671,009 067 129
10673,024 057 105 110 135 146
10674,146
10675,115
10677,024 084 124 134
10678,063 109
10680,076
10681,106
10682,092 105 124 135 146
10683,092 099 124
10684,024
10687,008 024
10688,115 146
10691,113
10694,015 055 105 119 145 146
10695,065 145
10696,008
10698,024 124 180
10699,024 071 124 168 180
10702,115 146
10703,115
10704,024 084 124 134
10706,124
10708,008
10710,024 057 105 110 135 146
10712,085 114
10718,029 050 091 111 146
10719,008
10720,023 102
10721,133 135
10723,071 146
10725,080 085 114 146
10726,124
10731,055 145
10732,063 109
10734,024 057 110
10735,024 057 105 110 135 146
10737,042 092 099 124 135 145
10738,092 099 124
10739,092 099 124
10745,024 071 124 180
10746,134
10749,023 102
10752,047
10754,071 146
10755,041 057 061 062 064 068 075 101 115 118 132 168 188 194
10760,008 022 028 126
10765,080 085 146
10766,085
10768,092 105 124 135 146
10769,042 076
10776,047
10777,071
10779,063 109 133 135
10782,050
10789,071
10791,019 026 090 127 128 151 160
10794,019 090 127 128 151 160
10799,006 037 050 060 150
10800,071
10801,024 124 180
10802,047
10804,024 071 124 180
10807,015 105 119 145 146
10808,107
10810,134
10811,134
10815,047
10817,024 057 076 110
10821,107
10822,025
10823,180
10826,025
10830,012 037 060 150
10831,047 109
10833,124
10835,024 057 076 110
10836,024 057 105 110 135 146
10840,113
10841,180
10842,146 180
10847,105 135 146
10848,024
10849,084 110 124 134
10851,024
10852,076 092 099 105 124 135 146
10855,029 050 091 111 146
10857,012
10859,080 085 146
10860,108
10861,180
10862,146 180
10863,105
10866,047
10868,063 109 133 135
10875,133 135
10877,134
10878,134
10879,124
10881,047 109
10886,055 145
10887,105
10892,042 092 099 124 135 145
10894,076 106
10895,063 109
10897,024 084 124 134
10898,024 084 124 134
10899,047
10902,146
10904,105 146
10909,105
10910,028
10911,134
10913,022 050 056 091 105
10915,029 050 091 105 111
10917,044
10920,019 026 090 127 128 151 160
10921,146
10923,146
10924,026
10926,105 146
10928,105 146
10929,028 105
10931,019 090 127 128 151 160
10932,146
10933,105 146
10935,085 114
10936,105 146
10937,146 180
10938,146
10939,063 109 133 135
10940,113
10941,047
10942,113
10943,028 105
10950,146
10951,076
10953,076 092 099 124 135 146
10954,076 106
10955,105
10958,025
10959,034 110 166
10962,085 114
10963,080 085 108 146
10967,124
10969,107
10970,107
10973,107
10976,105 135 146
10979,105 146
10982,105
10983,024
10986,008 022 028 105 126
10987,022 050 056 091 105
10993,025
10994,047
10997,071 115
10998,134
11000,007 008 105
11005,047 109
11007,024
11009,007 008 098 105
11014,109
11015,076 099 106 124 135 146
11016,105 135 146
11017,065 145
11021,007 008 098 105
11022,008 023 102
11023,071
11027,168
11028,146
11036,133 135
11037,113
11038,076 099 106 124
11039,007 008 098 105
11040,023 102
11041,022 050 056 091 103 105
11042,015 105 119 145 146
11044,055 145
11045,145
11046,042 092 099 124 135 145
11048,092 099 124
11052,047
11054,071
11055,041 057 061 062 064 068 071 075 101 115 118 132 146 168 188 194
11057,063 109 133 135
11058,113
11060,063 109
11061,084 110 124 134
11063,024 029 050 091 105 111
11064,105 146
11065,105 146
11066,105 146
11071,134
11073,146 168
11075,134
11076,134
11077,007 008 098 105
11078,050
11080,024
11081,146 168
11084,146 168
11085,047
11086,113
11087,146 168
11090,007 008 050 060 098 105
11091,006 037 050 060 150
11092,063 109 133 135
11094,146 168
11095,025
11096,025
11097,109
11099,146 168
11100,007 022 050 056 091 103 105 126
11106,063 109 133 135
11108,105 146
11109,007 008 060 098 105
11110,012 037 060 150
11112,107
11113,076
11116,124
11119,092 105 135 146
11120,022 050 056 091 103 105 126
11122,028
11127,107
11128,107
11129,007 008 098 105
11130,012
11131,134
11136,063 109 133 135
11147,034 110 166
11148,080 085 108 146
11150,007 008 090 098 105 151
11155,047
11158,044
11159,044
11160,015 105 119 145 146
11163,085
11164,085 114
11168,092 105 135 146
11169,047 109
11171,024
11173,007 008 090 098 105 151
11175,076 099 106 124
11177,047
11183,047
11184,113
11186,085 114
11190,092 099 124
11191,092 099 105 124 135 146
11192,007 008 090 098 105 151
11194,024
11195,107
11202,044
11204,133 135
11205,113
11206,092 099 105 124 135 146
11209,109
11211,109
11213,047
11217,007 008 090 098 105 151
11222,109 135
11226,022 024 028 029 056 091 103 105 111 126
11227,180
11228,180
11230,146
11231,019 090 105 151
11232,019 090 127 128 151 160
11236,025
11237,134
11238,134
11239,007 008 090 098 105 151
11241,065 145
11243,019 090 105 151
11244,019 026 090 127 128 151 160
11246,092 099 124
11250,124
11251,109
11253,007 008 024
11254,105 146
11258,025
11259,107
11260,024 056 064 091 103 105
11262,007 008 090 098 105 151
11264,105 146
11265,026 105
11269,105 146
11271,076
11273,107
11274,107
11277,106
11280,105 146
11282,105 146
11285,007 008 098
11286,007 008 090 098 105 151
11289,113
11290,105 146
11291,133 135
11293,008 024 028 056 064 086 091 103 105
11295,015 065 105 146
11296,105 146
11298,105 146
11299,015 105 119 146
11300,015 105 119 146
11302,015 105 119 146
11303,065
11304,015 105 119 146
11305,015 065 105 119 145 146
11306,007 008 090 098 105 151 168
11309,015 105 119 145 146
11313,042 092 099 124 135 145
11314,055 105 145 146
11315,055 145
11316,055 105 145 146
11317,055 105 145 146
11318,008
11319,023 102
11320,092 099 105 124 135 146
11322,063 133
11324,007 008 024 028 056 064 086 091 103 105
11326,047
11328,099 106
11330,007 008 064 090 098 105 151 168
11331,041 057 061 062 064 068 071 075 101 115 118 132 168 188 194
11334,109 135
11335,063 084 110 124 134
11336,008 022 028 103 105 126
11337,008 022 028 105 126
11338,008 022 028 029 064 086 105 111 126
11341,021 028
11342,113
11343,047 110 113
11344,113
11345,007 008 024 028 056 064 086 091 103 105
11349,008
11350,008 023 102
11351,080 085 108 146
11353,007 008 022 028 029 056 064 086 091 105 111 126
11354,024
11355,024
11360,092 099 124
11362,135
11363,007 008 024 056 064 086 103 105
11365,047 109
11367,008
11373,044
11374,133 135
11376,007 008 022 028 029 056 064 086 091 105 111 126
11377,022 024 028 029 091 105 111 126
11380,107
11381,076
11382,007 008 024 064 086 105
11384,015 065 119
11387,047
11389,092
11390,135
11391,007 008 056 060 064 086 098 105
11392,008 060
11395,007 008 024 064 086 105
11398,085 114
11400,068 075 101 132
11403,109
11405,109
11409,135
11414,008 012 037 060 150
11416,025
11417,047 110 113
11419,007 008 056 060 064 086 090 098 105 151
11420,006 008 037 050 060 150
11421,007 008 024 064 086 105
11422,007 008 024
11425,007 008 056 064 086
11427,090 105 151 164
11430,085 114
11431,135
11433,025
11434,025
11437,107
11438,107
11440,099 106 124
11442,007 008 064 090 098 105 151
11443,008 012 090 151
11444,109
11446,103
11447,019 090 105 151 164
11448,007 008 041 057 061 062 064 068 071 090 098 105 115 118 132 151 188 194
11449,006 007 008 037 050 056 060 064 090 098 105 150 151
11451,007 008 064 086 098 105
11452,007 008 098
11453,047
11455,007 008 056 064 086
11456,008 024 086
11458,110 113
11459,135
11460,007 008 019 031 032 071 090 098 105 115 129 151 164
11466,019 090 105 151 164
11468,099 106
11470,007 008 064 090 098 105 151
11472,007 008 056 064 086 098 105
11473,023 102
11475,113
11476,109 135
11477,007 008 056 064 086
11480,099 106 124
11481,135
11482,124
11486,063 133
11487,063 084 110 124 134
11489,015 119
11490,019 090 105 151 164
11494,007 008 056 064 086 098 105
11495,008 023 102
11496,007 008 056 060 064 086 098 105
11497,047 110 113
11499,007 008 086 090 098 151
11500,008 090 151
11501,076
11503,007 008 056 064 086
11504,024 091
11505,135
11507,044
11512,019 090 105 151 164
11513,180
11514,047 109
11519,085 114
11520,007 008 086 090 098 151
11521,008
11526,135
11527,109
11530,007 008 056 064 086 091
11532,099 106 124
11534,019 090 105 151
11535,019 090 105 151 180
11540,109 135
11542,107
11543,107
11544,007 008 056 064 067 086 098
11549,065
11551,007 008 056 064 086 098
11554,007 008 086 090 095 098 151
11555,008
11556,019 090 105 151
11557,019 090 127 128 151 160
11560,047
11561,113
11562,080 085 108 146
11564,133 135
11566,099 106 124
11567,106
11570,007 008 056 064 086 098
11571,007 008 098
11573,019 026 090 105 127 128 151 160
11574,007 008 064 086 090 098 105 151
11575,008 095
11576,109
11577,109 135
11578,025
11579,135
11581,109
11582,109
11583,098
11584,098
11585,076
