block_id,street,barrio,tipo_c,red_jerarq,length_m,n_shapes,buses_hour,buses_hour_n,buses_hour_d,lines_gtfs,lines,n_lines
3584,TRIUNVIRATO AV.,Villa Urquiza,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,102.7,14,61.3,33.1,32.8,071 112 127 140 176,071 112 127 140 176,5
3585,"LORETO, VIRREY",Colegiales,CALLE,VÍA LOCAL,130.3,0,0,0,0,,,0
3586,ZAPIOLA,Colegiales,CALLE,VÍA LOCAL,93.3,3,15.8,8.7,8.2,168,168,1
3587,CLAY,Palermo,CALLE,VÍA LOCAL,118.2,0,0,0,0,,,0
3588,BAEZ,Palermo,CALLE,VÍA LOCAL,67.5,0,0,0,0,,,0
3589,LA PAMPA,,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,23.0,6,38.7,22.8,14.0,076 113,076 113,2
3590,OLAZABAL AV.,Villa Urquiza,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,47.6,9,30.4,14.0,22.3,114 133 140,114 133 140,3
3591,"LE BRETON, TOMAS A.",Villa Urquiza,CALLE,VÍA LOCAL,119.9,0,0,0,0,,,0
3592,ALTOLAGUIRRE,Villa Urquiza,CALLE,VÍA LOCAL,113.8,0,0,0,0,,,0
3593,OLLEROS,Colegiales,CALLE,VÍA LOCAL,104.3,0,0,0,0,,,0
3594,AMENABAR,Colegiales,CALLE,VÍA LOCAL,107.8,0,0,0,0,,,0
3595,ROOSEVELT FRANKLIN D. AV.,Villa Urquiza,AVENIDA,VÍA LOCAL,140.5,0,0,0,0,,,0
3596,DIAZ COLODRERO,Villa Urquiza,CALLE,VÍA LOCAL,101.7,14,60.7,36.6,32.4,071 107 175 176,071 107 175 176,4
3597,"SUCRE, ANTONIO JOSE DE, MCAL.",Villa Urquiza,CALLE,VÍA LOCAL,95.9,2,13.3,5.2,8.4,113,113,1
3598,TRONADOR,Villa Urquiza,CALLE,VÍA LOCAL,60.1,0,0,0,0,,,0
3599,"EDISON, TOMAS A. AV.",Recoleta,AVENIDA,VÍA LOCAL,199.9,0,0,0,0,,,0
3600,"OLAGUER Y FELIU, VIRREY",Colegiales,CALLE,VÍA LOCAL,139.2,0,0,0,0,,,0
3601,"FREIRE, RAMON, CAP. GRAL.",Colegiales,CALLE,VÍA LOCAL,117.3,5,50.4,13.0,23.2,151 168 184,151 168 184,3
3602,"NEWBERY, JORGE",,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,138.8,0,0,0,0,,,0
3603,ZAPATA,Colegiales,CALLE,VÍA LOCAL,127.8,0,0,0,0,,,0
3604,MONROE,Villa Urquiza,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,193.9,16,50.2,38.6,33.8,090 107 114 133 176,090 107 114 133 176,5
3605,PACHECO,Villa Urquiza,CALLE,VÍA LOCAL,149.9,0,0,0,0,,,0
3606,CONESA,Colegiales,CALLE,VÍA LOCAL,138.6,0,0,0,0,,,0
3607,CRAMER,Colegiales,CALLE,VÍA LOCAL,95.1,0,0,0,0,,,0
3608,MAURE,Colegiales,CALLE,VÍA LOCAL,105.0,0,0,0,0,,,0
3609,CIUDAD DE LA PAZ,Colegiales,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,163.5,0,0,0,0,,,0
3610,SINCLAIR,Palermo,CALLE,VÍA LOCAL,156.3,0,0,0,0,,,0
3611,"SEGUI, JUAN FRANCISCO",Palermo,CALLE,VÍA LOCAL,69.6,0,0,0,0,,,0
3612,MENDOZA,Villa Urquiza,CALLE,VÍA LOCAL,104.1,0,0,0,0,,,0
3613,LUGONES,Villa Urquiza,CALLE,VÍA LOCAL,120.3,6,28.3,12.0,13.2,093 140,093 140,2
3614,NAHUEL HUAPI,Villa Urquiza,CALLE,VÍA LOCAL,122.1,1,7.5,7.5,4.0,127,127,1
3615,ANDONAEGUI,Villa Urquiza,CALLE,VÍA LOCAL,100.0,0,0,0,0,,,0
3616,QUESADA,Villa Urquiza,CALLE,VÍA LOCAL,84.0,0,0,0,0,,,0
3617,AIZPURUA,Villa Urquiza,CALLE,VÍA LOCAL,147.3,0,0,0,0,,,0
3618,IBERA,Villa Urquiza,CALLE,VÍA LOCAL,112.8,0,0,0,0,,,0
3619,ZADO,Villa Urquiza,CALLE,VÍA LOCAL,132.3,0,0,0,0,,,0
3620,"SALGUERO, JERONIMO",,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,159.1,0,0,0,0,,,0
3621,ELCANO AV.,Colegiales,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,78.4,6,57.4,19.4,21.7,044 065 080,044 065 080,3
3622,CONDE,Colegiales,CALLE,VÍA LOCAL,125.1,2,29.1,9.0,15.0,151 184,151 184,2
3623,ECHEVERRIA,Villa Urquiza,CALLE,VÍA LOCAL,65.8,0,0,0,0,,,0
3624,HOLMBERG,Villa Urquiza,CALLE,VÍA LOCAL,124.1,0,0,0,0,,,0
3625,BLANCO ENCALADA,Villa Urquiza,CALLE,VÍA LOCAL,96.6,0,0,0,0,,,0
3626,"PADILLA, MANUEL",Villa Urquiza,CALLE,VÍA LOCAL,130.5,0,0,0,0,,,0
3627,PLAZA,Villa Urquiza,CALLE,VÍA LOCAL,61.3,0,0,0,0,,,0
3628,"DUMONT, SANTOS",Palermo,CALLE,VÍA LOCAL,106.0,0,0,0,0,,,0
3629,DIAZ COLODRERO,Villa Urquiza,CALLE,VÍA LOCAL,42.1,11,41.8,26.2,23.7,071 127 176,071 127 176,3
3630,AGUILAR,Colegiales,CALLE,VÍA LOCAL,128.5,0,0,0,0,,,0
3631,CONESA,Colegiales,CALLE,VÍA LOCAL,48.8,0,0,0,0,,,0
3632,CHONINO,Palermo,CALLE,VÍA LOCAL,230.6,0,0,0,0,,,0
3633,"RIVERA, PEDRO I., DR.",Villa Urquiza,CALLE,VÍA LOCAL,121.8,2,14.9,8.0,6.5,127 175,127 175,2
3634,BUCARELLI,Villa Urquiza,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,99.9,2,15.5,11.5,9.0,112 127,112 127,2
3635,"PINO, VIRREY DEL",Belgrano,CALLE,VÍA LOCAL,315.3,1,15.0,4.0,6.0,019,019,1
3636,FOREST AV.,,AVENIDA,VÍA LOCAL,153.3,2,12.3,10.0,2.7,076,076,1
3637,CONGRESO AV.,Villa Urquiza,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,120.0,6,33.6,19.0,14.7,140 169,140 169,2
3638,CERETTI,Villa Urquiza,CALLE,VÍA LOCAL,127.9,0,0,0,0,,,0
3639,EZEIZA,Villa Pueyrredon,CALLE,VÍA LOCAL,100.9,0,0,0,0,,,0
3640,ZAMUDIO,Villa Pueyrredon,CALLE,VÍA LOCAL,121.7,1,8.0,4.0,5.0,112,112,1
3642,CABILDO AV.,Palermo,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,133.3,48,309.8,116.3,113.7,041 057 060 067 068 152 161 194,041 057 060 067 068 152 161 194,8
3643,"SAVIO, MANUEL N., GRAL.",Palermo,CALLE,VÍA LOCAL,155.4,0,0,0,0,,,0
3644,DE LOS INCAS AV.,Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,119.8,6,55.8,23.5,21.7,044 065 080,044 065 080,3
3645,SUPERI,Belgrano,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,224.5,1,15.0,6.0,6.0,019,019,1
3646,ZABALA,Colegiales,CALLE,VÍA LOCAL,130.7,0,0,0,0,,,0
3647,ZAPIOLA,Colegiales,CALLE,VÍA LOCAL,100.4,3,15.8,8.7,8.2,168,168,1
3648,JURAMENTO,Villa Urquiza,CALLE,VÍA LOCAL,110.8,0,0,0,0,,,0
3649,"ACHA, MARIANO, GRAL.",Villa Urquiza,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,121.4,3,16.8,8.0,8.4,093,093,1
3650,TRONADOR,Villa Urquiza,CALLE,VÍA LOCAL,56.4,0,0,0,0,,,0
3651,CULLEN,Villa Urquiza,CALLE,VÍA LOCAL,98.4,1,6.3,5.7,2.7,175,175,1
3652,BAUNESS,Villa Urquiza,CALLE,VÍA LOCAL,100.0,2,12.6,9.7,5.2,175,175,1
3653,"PINO, VIRREY DEL",Villa Ortuzar,CALLE,VÍA LOCAL,28.1,1,15.0,4.0,6.0,019,019,1
3654,DORREGO AV.,Palermo,AVENIDA,VÍA LOCAL,375.4,13,31.7,14.4,15.8,160 166,010 160 166,3
3655,BAEZ,Palermo,CALLE,VÍA LOCAL,93.6,0,0,0,0,,,0
3656,OLAZABAL AV.,Villa Urquiza,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,89.7,9,30.4,14.0,22.3,114 133 140,114 133 140,3
3657,ALVAREZ THOMAS AV.,Villa Urquiza,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,121.6,11,29.9,18.8,16.0,090 140 176,090 140 176,3
3658,LA PAMPA,,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,94.3,2,14.1,5.3,8.6,113,113,1
3659,ESTOMBA,Villa Urquiza,CALLE,VÍA LOCAL,123.0,0,0,0,0,,,0
3660,DE LOS CONSTITUYENTES AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,135.7,17,80.5,43.8,47.4,110 111 112 140,110 111 112 140 169,5
3662,"ARREDONDO, VIRREY",Colegiales,CALLE,VÍA LOCAL,137.5,0,0,0,0,,,0
3663,"FREIRE, RAMON, CAP. GRAL.",Colegiales,CALLE,VÍA LOCAL,98.8,5,50.4,13.0,23.2,151 168 184,151 168 184,3
3664,"KENNEDY, JOHN FITZGERALD",Palermo,CALLE,VÍA LOCAL,137.4,0,0,0,0,,,0
3665,DEL LIBERTADOR AV.,Palermo,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,131.2,4,40.1,23.0,19.5,010 037 130,010 037 130,3
3666,IBERA,Villa Urquiza,CALLE,VÍA LOCAL,73.5,0,0,0,0,,,0
3667,DE LOS CONSTITUYENTES AV.,Villa Urquiza,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,5.6,19,91.3,48.1,51.4,110 111 112 140 169,110 111 112 140 169,5
3668,OLAZABAL AV.,Villa Urquiza,AVENIDA,VÍA LOCAL,13.3,9,30.4,14.0,22.3,114 133 140,114 133 140,3
3670,CLAY,Palermo,CALLE,VÍA LOCAL,129.6,0,0,0,0,,,0
3671,HUERGO,Palermo,CALLE,VÍA LOCAL,129.4,0,0,0,0,,,0
3672,"AVILES, VIRREY",Colegiales,CALLE,VÍA LOCAL,144.3,0,0,0,0,,,0
3673,CONDE,Colegiales,CALLE,VÍA LOCAL,80.6,2,29.1,9.0,15.0,151 184,151 184,2
3674,"LACROZE, FEDERICO AV.",Colegiales,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,296.1,8,48.0,28.0,32.1,042 063,042 063,2
3675,CRAMER,Colegiales,CALLE,VÍA LOCAL,126.5,0,0,0,0,,,0
3676,AREVALO,Palermo,CALLE,VÍA LOCAL,97.1,0,0,0,0,,,0
3677,"CAMPOS, LUIS M. AV.",Palermo,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,118.2,78,333.4,171.1,194.3,015 029 055 059 060 064 118,015 029 055 059 060 064 118,7
3678,"LE BRETON, TOMAS A.",Villa Urquiza,CALLE,VÍA LOCAL,119.9,0,0,0,0,,,0
3679,BURELA,Villa Urquiza,CALLE,VÍA LOCAL,116.3,0,0,0,0,,,0
3680,GODOY CRUZ,Palermo,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,154.7,4,23.6,15.5,14.0,034,034,1
3681,"SEGUI, JUAN FRANCISCO",Palermo,CALLE,VÍA LOCAL,122.1,0,0,0,0,,,0
3682,ROOSEVELT FRANKLIN D. AV.,Villa Urquiza,AVENIDA,VÍA LOCAL,122.2,5,34.0,25.4,16.7,107 127 175,107 127 175,3
3683,TRIUNVIRATO AV.,Villa Urquiza,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,103.7,15,62.4,33.1,32.8,071 112 127 140 176,071 112 127 140 176,5
3684,"SUCRE, ANTONIO JOSE DE, MCAL.",Villa Urquiza,CALLE,VÍA LOCAL,123.0,2,13.3,5.2,8.4,113,113,1
3685,PLAZA,Villa Urquiza,CALLE,VÍA LOCAL,61.1,0,0,0,0,,,0
3686,CONGRESO AV.,Villa Urquiza,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,83.2,6,33.6,19.0,14.7,140 169,140 169,2
3687,LAVOISIER,Villa Urquiza,CALLE,VÍA LOCAL,127.5,0,0,0,0,,,0
3688,"MATIENZO, BENJAMIN, TENIENTE",Palermo,CALLE,VÍA LOCAL,149.6,0,0,0,0,,,0
3689,ZAPATA,Palermo,CALLE,VÍA LOCAL,120.0,0,0,0,0,,,0
3690,QUESADA,Villa Urquiza,CALLE,VÍA LOCAL,116.9,0,0,0,0,,,0
3691,ACHEGA,Villa Urquiza,CALLE,VÍA LOCAL,147.3,0,0,0,0,,,0
3692,ECHEVERRIA,Villa Urquiza,CALLE,VÍA LOCAL,105.5,0,0,0,0,,,0
3693,DONADO,Villa Urquiza,CALLE,VÍA LOCAL,122.9,0,0,0,0,,,0
3694,NAHUEL HUAPI,Villa Urquiza,CALLE,VÍA LOCAL,119.9,1,7.5,7.5,4.0,127,127,1
3695,ALTOLAGUIRRE,Villa Urquiza,CALLE,VÍA LOCAL,99.9,0,0,0,0,,,0
3696,MENDOZA,Villa Urquiza,CALLE,VÍA LOCAL,126.6,0,0,0,0,,,0
3697,MILLER,Villa Urquiza,CALLE,VÍA LOCAL,125.2,0,0,0,0,,,0
3698,"NEWBERY, JORGE",,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,103.9,0,0,0,0,,,0
3699,CIUDAD DE LA PAZ,Colegiales,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,124.7,0,0,0,0,,,0
3700,OLLEROS,Colegiales,CALLE,VÍA LOCAL,94.7,0,0,0,0,,,0
3701,PALPA,Colegiales,CALLE,VÍA LOCAL,134.8,0,0,0,0,,,0
3702,CONESA,Colegiales,CALLE,VÍA LOCAL,110.9,0,0,0,0,,,0
3703,MONROE,Villa Urquiza,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,140.1,20,81.7,54.1,51.3,071 090 107 114 127 133 176,071 090 107 114 127 133 176,7
3704,DIAZ COLODRERO,Villa Urquiza,CALLE,VÍA LOCAL,58.4,11,41.8,26.2,23.7,071 127 176,071 127 176,3
3705,"BUSCHIAZZO, JUAN A.",Palermo,PASAJE,VÍA LOCAL,153.8,0,0,0,0,,,0
3706,"SEGUI, JUAN FRANCISCO",Palermo,CALLE,VÍA LOCAL,45.8,0,0,0,0,,,0
3707,BLANCO ENCALADA,Villa Urquiza,CALLE,VÍA LOCAL,123.1,0,0,0,0,,,0
3708,PACHECO,Villa Urquiza,CALLE,VÍA LOCAL,106.8,4,31.5,15.4,17.5,071 127,071 127,2
3709,HUERGO,Palermo,CALLE,VÍA LOCAL,89.2,0,0,0,0,,,0
3710,ESTADO PLURINACIONAL DE BOLIVIA,Villa Pueyrredon,CALLE,VÍA LOCAL,172.6,2,13.8,13.2,6.7,127 175,127 175,2
3711,SUPERI,Colegiales,CALLE,VÍA LOCAL,105.7,1,15.0,6.0,6.0,019,019,1
3712,"RIVERA, PEDRO I., DR.",Villa Urquiza,CALLE,VÍA LOCAL,122.1,2,14.9,8.0,6.5,127 175,127 175,2
3713,ANDONAEGUI,Villa Urquiza,CALLE,VÍA LOCAL,99.9,0,0,0,0,,,0
3714,LA PAMPA,,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,88.2,2,14.1,5.3,8.6,113,113,1
3715,TRONADOR,Villa Urquiza,CALLE,VÍA LOCAL,66.6,0,0,0,0,,,0
3716,AIZPURUA,Villa Urquiza,CALLE,VÍA LOCAL,36.8,0,0,0,0,,,0
3717,SINCLAIR,Palermo,CALLE,VÍA LOCAL,104.8,0,0,0,0,,,0
3718,DEMARIA,Palermo,CALLE,VÍA LOCAL,66.5,0,0,0,0,,,0
3719,FOREST AV.,,AVENIDA,VÍA LOCAL,120.6,3,27.3,14.0,8.7,019 076,019 076,2
3720,"LORETO, VIRREY",Colegiales,CALLE,VÍA LOCAL,132.8,0,0,0,0,,,0
3721,"FREIRE, RAMON, CAP. GRAL.",Colegiales,CALLE,VÍA LOCAL,93.0,5,50.4,13.0,23.2,151 168 184,151 168 184,3
3722,"PINO, VIRREY DEL",Villa Ortuzar,CALLE,VÍA LOCAL,101.0,0,0,0,0,,,0
3723,HEREDIA,Villa Ortuzar,CALLE,VÍA LOCAL,147.9,2,12.3,7.5,2.7,076,076,1
